lsoa_a,lsoa_b,day,hour,label
E01000154,E01000673,Friday,04:59,1
E01000210,E01000673,Friday,12:44,1
E01000571,E01000720,Friday,06:36,0
E01000870,E01000716,Wednesday,06:25,0
E01000293,E01000231,Thursday,11:33,0
E01000083,E01000365,Sunday,13:20,0
E01000397,E01000370,Monday,03:56,1
E01000994,E01000448,Monday,08:49,1
E01000100,E01000457,Thursday,12:32,0
E01000063,E01000036,Monday,10:56,0
E01000378,E01000302,Tuesday,10:53,0
E01000040,E01000215,Saturday,17:53,0
E01000318,E01000750,Sunday,01:21,0
E01000805,E01000504,Friday,07:30,0
E01000835,E01000987,Wednesday,05:13,1
E01000754,E01000486,Thursday,15:40,0
E01000991,E01000053,Thursday,12:24,0
E01000733,E01000639,Friday,11:51,0
E01000263,E01000918,Friday,21:31,1
E01000813,E01000830,Thursday,16:20,1
E01000380,E01000369,Thursday,01:39,1
E01000777,E01000257,Tuesday,07:35,0
E01000079,E01000108,Monday,00:32,1
E01000358,E01000240,Tuesday,03:27,1
E01000695,E01000371,Thursday,23:24,1
E01000120,E01000397,Wednesday,20:40,1
E01000646,E01000879,Wednesday,11:23,0
E01000172,E01000763,Tuesday,19:37,0
E01000875,E01000666,Thursday,10:37,0
E01000282,E01000803,Monday,10:39,0
E01000055,E01000680,Friday,11:31,0
E01000641,E01000208,Saturday,11:16,0
E01000541,E01000924,Friday,12:45,0
E01000811,E01000482,Tuesday,18:31,0
E01000949,E01000598,Monday,11:26,0
E01000300,E01000461,Wednesday,00:05,1
E01000867,E01000304,Thursday,10:57,0
E01000128,E01000583,Thursday,01:01,0
E01000895,E01000473,Friday,19:33,0
E01000609,E01000781,Tuesday,08:26,0
E01000181,E01000438,Wednesday,19:34,0
E01000621,E01000009,Monday,12:09,0
E01000358,E01000430,Monday,00:26,1
E01000011,E01000139,Thursday,15:10,0
E01000112,E01000276,Tuesday,07:52,0
E01000354,E01000056,Thursday,02:53,1
E01000747,E01000612,Sunday,08:54,0
E01000713,E01000837,Tuesday,18:12,0
E01000414,E01000056,Monday,22:34,1
E01000461,E01000207,Thursday,19:08,0
E01000647,E01000072,Monday,08:51,1
E01000139,E01000152,Monday,00:08,0
E01000239,E01000846,Thursday,05:28,1
E01000439,E01000317,Tuesday,00:23,0
E01000731,E01000385,Friday,18:44,0
E01000168,E01000159,Thursday,12:48,0
E01000118,E01000733,Tuesday,19:05,0
E01000867,E01000083,Tuesday,02:20,1
E01000038,E01000005,Friday,18:14,0
E01000537,E01000006,Thursday,08:14,0
E01000911,E01000486,Monday,01:25,1
E01000245,E01000771,Tuesday,22:25,1
E01000688,E01000433,Sunday,18:53,0
E01000206,E01000091,Thursday,01:26,0
E01000962,E01000384,Saturday,05:12,0
E01000954,E01000503,Wednesday,06:52,0
E01000577,E01000647,Friday,08:22,0
E01000429,E01000576,Thursday,02:36,1
E01000110,E01000229,Tuesday,08:15,0
E01000611,E01000811,Saturday,04:56,1
E01000123,E01000047,Thursday,07:59,0
E01000461,E01000413,Tuesday,05:08,1
E01000826,E01000948,Sunday,16:48,0
E01000395,E01000716,Monday,07:15,0
E01000767,E01000708,Thursday,07:51,0
E01000969,E01000099,Thursday,19:37,0
E01000675,E01000948,Saturday,15:03,0
E01000276,E01000561,Monday,06:15,1
E01000205,E01000191,Monday,05:42,1
E01000292,E01000703,Saturday,02:52,1
E01000213,E01000069,Saturday,07:38,0
E01000359,E01000016,Tuesday,09:30,0
E01000106,E01000024,Thursday,03:47,0
E01000255,E01000526,Saturday,11:19,0
E01000058,E01000459,Thursday,21:01,0
E01000384,E01000036,Friday,09:54,0
E01000065,E01000309,Thursday,05:07,1
E01000532,E01000214,Friday,18:19,0
E01000692,E01000388,Monday,18:59,0
E01000647,E01000197,Saturday,16:03,0
E01000638,E01000884,Monday,20:24,1
E01000355,E01000310,Thursday,08:54,0
E01000274,E01000899,Sunday,12:28,0
E01000618,E01000812,Tuesday,17:45,0
E01000306,E01000130,Saturday,03:31,1
E01000044,E01000901,Sunday,14:00,0
E01000605,E01000180,Saturday,19:49,0
E01000616,E01000917,Saturday,09:41,0
E01000261,E01000075,Friday,10:59,0
E01000216,E01000499,Thursday,01:12,0
E01000996,E01000901,Thursday,10:24,0
E01000368,E01000882,Saturday,03:30,1
E01000605,E01000774,Saturday,03:43,1
E01000672,E01000103,Sunday,23:22,1
E01000211,E01000286,Friday,14:09,0
E01000649,E01000100,Tuesday,07:35,0
E01000678,E01000239,Tuesday,17:08,0
E01000129,E01000355,Tuesday,15:44,0
E01000636,E01000922,Thursday,11:54,0
E01000775,E01000701,Friday,14:51,0
E01000481,E01000975,Sunday,23:51,1
E01000636,E01000980,Wednesday,02:18,1
E01000003,E01000881,Wednesday,01:48,1
E01000825,E01000887,Wednesday,10:15,1
E01000293,E01000522,Friday,09:02,0
E01000391,E01000932,Thursday,17:20,1
E01000568,E01000401,Friday,06:12,0
E01000472,E01000707,Tuesday,16:36,0
E01000369,E01000745,Wednesday,11:40,0
E01000876,E01000565,Tuesday,02:36,1
E01000644,E01000901,Tuesday,02:44,0
E01000944,E01000467,Wednesday,15:49,0
E01000852,E01000908,Thursday,22:08,0
E01000806,E01000521,Monday,16:32,0
E01000268,E01000750,Sunday,10:21,1
E01000188,E01000778,Saturday,07:07,0
E01000521,E01000246,Sunday,16:06,0
E01000446,E01000446,Tuesday,12:34,0
E01000027,E01000262,Wednesday,11:41,1
E01000686,E01000655,Thursday,03:10,1
E01000743,E01000423,Thursday,04:34,1
E01000463,E01000082,Sunday,05:45,0
E01000744,E01000842,Saturday,20:43,1
E01000842,E01000718,Thursday,02:45,0
E01000066,E01000510,Wednesday,10:26,0
E01000234,E01000679,Wednesday,14:45,0
E01000547,E01000397,Sunday,06:01,0
E01000384,E01000633,Thursday,00:04,1
E01000666,E01000803,Wednesday,00:00,1
E01000183,E01000190,Thursday,02:26,0
E01000939,E01000181,Sunday,17:53,0
E01000249,E01000297,Wednesday,22:13,0
E01000376,E01000880,Sunday,13:38,0
E01000061,E01000488,Friday,14:59,0
E01000834,E01000731,Saturday,20:48,1
E01000174,E01000940,Sunday,23:22,0
E01000754,E01000484,Thursday,23:47,0
E01000413,E01000330,Saturday,20:56,1
E01000520,E01000808,Tuesday,08:51,0
E01000493,E01000551,Wednesday,06:26,0
E01000442,E01000784,Tuesday,18:04,0
E01000619,E01000314,Friday,23:09,1
E01000299,E01000380,Tuesday,18:33,0
E01000943,E01000010,Monday,20:49,0
E01000451,E01000091,Wednesday,03:28,1
E01000388,E01000906,Friday,01:00,1
E01000701,E01000080,Sunday,20:04,1
E01000702,E01000799,Wednesday,11:42,0
E01000872,E01000817,Friday,07:53,0
E01000900,E01000683,Saturday,11:52,0
E01000021,E01000119,Saturday,22:26,1
E01000733,E01000297,Friday,17:19,0
E01000229,E01000074,Monday,05:49,1
E01000207,E01000953,Thursday,10:38,0
E01000672,E01000024,Sunday,13:47,0
E01000012,E01000037,Wednesday,08:47,0
E01000654,E01000649,Saturday,00:17,1
E01000419,E01000570,Friday,00:58,1
E01000926,E01000600,Monday,19:02,0
E01000728,E01000824,Saturday,11:46,0
E01000277,E01000516,Saturday,03:48,1
E01000846,E01000829,Sunday,16:53,0
E01000397,E01000709,Tuesday,10:57,0
E01000388,E01000643,Thursday,12:50,0
E01000830,E01000490,Monday,15:48,0
E01000592,E01000890,Wednesday,13:39,0
E01000452,E01000211,Sunday,10:58,0
E01000643,E01000273,Sunday,02:01,1
E01000513,E01000071,Wednesday,14:11,0
E01000318,E01000059,Sunday,10:28,0
E01000985,E01000748,Wednesday,09:02,0
E01000879,E01000600,Thursday,21:59,1
E01000787,E01000416,Tuesday,01:08,0
E01000592,E01000951,Tuesday,07:07,0
E01000287,E01000423,Tuesday,21:21,1
E01000118,E01000127,Thursday,17:38,1
E01000329,E01000568,Saturday,00:36,1
E01000582,E01000556,Tuesday,01:11,0
E01000965,E01000550,Thursday,22:38,0
E01000598,E01000260,Sunday,17:32,1
E01000231,E01000573,Friday,02:03,1
E01000643,E01000570,Friday,04:47,1
E01000213,E01000288,Thursday,00:58,1
E01000406,E01000662,Saturday,15:37,0
E01000878,E01000672,Tuesday,19:25,0
E01000158,E01000583,Sunday,09:58,0
E01000642,E01000850,Wednesday,17:57,1
E01000183,E01000155,Wednesday,04:17,1
E01000370,E01000397,Sunday,14:40,0
E01000981,E01000059,Saturday,16:35,0
E01000352,E01000041,Saturday,06:18,0
E01000937,E01000674,Wednesday,14:43,0
E01000272,E01000809,Thursday,19:16,0
E01000342,E01000697,Friday,05:49,1
E01000276,E01000440,Monday,14:53,0
E01000391,E01000815,Sunday,22:13,0
E01000472,E01000629,Tuesday,04:19,1
E01000265,E01000951,Sunday,07:24,0
E01000719,E01000228,Tuesday,00:38,1
E01000879,E01000143,Saturday,13:34,0
E01000889,E01000491,Sunday,03:23,1
E01000302,E01000970,Wednesday,08:52,1
E01000464,E01000930,Tuesday,17:20,0
E01000499,E01000121,Tuesday,00:25,1
E01000424,E01000698,Tuesday,11:53,0
E01000638,E01000173,Friday,12:41,0
E01000884,E01000390,Thursday,09:04,0
E01000791,E01000409,Wednesday,15:01,0
E01000863,E01000808,Sunday,14:10,0
E01000719,E01000074,Thursday,19:40,0
E01000801,E01000066,Thursday,21:34,1
E01000328,E01000079,Sunday,01:21,0
E01000990,E01000233,Thursday,06:12,1
E01000648,E01000897,Friday,14:20,0
E01000614,E01000783,Monday,05:43,1
E01000495,E01000575,Friday,22:31,1
E01000823,E01000463,Thursday,08:18,0
E01000887,E01000109,Tuesday,08:09,0
E01000375,E01000799,Wednesday,07:31,0
E01000518,E01000365,Friday,05:26,1
E01000802,E01000277,Friday,18:42,0
E01000713,E01000619,Thursday,21:59,1
E01000306,E01000644,Monday,19:21,1
E01000355,E01000128,Friday,17:18,0
E01000414,E01000952,Wednesday,23:35,1
E01000103,E01000636,Friday,04:18,1
E01000721,E01000244,Sunday,15:26,0
E01000432,E01000873,Tuesday,10:17,0
E01000005,E01000939,Saturday,16:54,0
E01000304,E01000033,Wednesday,11:42,0
E01000871,E01000807,Saturday,03:22,1
E01000891,E01000452,Friday,05:28,1
E01000537,E01000294,Wednesday,20:26,1
E01000860,E01000658,Monday,10:51,0
E01000232,E01000642,Saturday,08:21,0
E01000006,E01000689,Saturday,01:05,1
E01000160,E01000044,Monday,00:11,1
E01000722,E01000840,Saturday,15:39,0
E01000205,E01000725,Wednesday,16:24,0
E01000120,E01000112,Wednesday,06:50,0
E01000517,E01000108,Tuesday,16:23,0
E01000667,E01000517,Friday,20:27,0
E01000262,E01000980,Wednesday,20:14,0
E01000674,E01000905,Saturday,12:08,0
E01000384,E01000188,Sunday,14:21,0
E01000969,E01000161,Thursday,16:36,0
E01000993,E01000197,Tuesday,10:29,0
E01000650,E01000075,Thursday,13:18,0
E01000208,E01000197,Sunday,22:50,1
E01000104,E01000253,Friday,01:19,1
E01000430,E01000152,Thursday,08:38,0
E01000923,E01000414,Friday,04:05,1
E01000367,E01000054,Monday,22:03,0
E01000141,E01000866,Thursday,08:22,0
E01000638,E01000055,Saturday,18:58,0
E01000966,E01000893,Tuesday,21:33,0
E01000077,E01000493,Thursday,14:06,0
E01000197,E01000610,Sunday,10:02,0
E01000507,E01000529,Wednesday,12:07,0
E01000848,E01000353,Friday,15:03,0
E01000666,E01000478,Tuesday,00:27,0
E01000465,E01000175,Saturday,21:31,1
E01000871,E01000465,Thursday,17:43,1
E01000503,E01000575,Thursday,05:34,0
E01000681,E01000120,Sunday,22:41,1
E01000736,E01000082,Saturday,19:30,0
E01000776,E01000702,Friday,05:59,1
E01000283,E01000125,Tuesday,21:22,1
E01000033,E01000751,Friday,06:21,0
E01000439,E01000664,Tuesday,23:25,1
E01000981,E01000057,Tuesday,06:51,0
E01000304,E01000080,Wednesday,08:42,0
E01000806,E01000482,Tuesday,04:14,1
E01000854,E01000583,Sunday,09:53,0
E01000401,E01000817,Thursday,01:25,1
E01000969,E01000931,Sunday,07:12,0
E01000055,E01000010,Friday,17:35,0
E01000222,E01000831,Saturday,17:38,0
E01000108,E01000766,Thursday,21:51,1
E01000261,E01000733,Monday,21:18,0
E01000877,E01000298,Friday,06:24,0
E01000577,E01000217,Wednesday,08:34,0
E01000730,E01000412,Wednesday,05:01,1
E01000571,E01000898,Saturday,22:13,1
E01000636,E01000210,Saturday,05:22,1
E01000116,E01000030,Friday,09:31,0
E01000975,E01000888,Wednesday,23:16,1
E01000712,E01000796,Wednesday,02:24,1
E01000672,E01000007,Sunday,07:58,0
E01000655,E01000785,Wednesday,21:23,1
E01000846,E01000335,Sunday,09:42,0
E01000887,E01000017,Wednesday,09:35,0
E01000422,E01000469,Thursday,11:07,0
E01000242,E01000874,Saturday,11:47,0
E01000929,E01000472,Friday,02:48,1
E01000139,E01000894,Wednesday,06:50,0
E01000357,E01000858,Tuesday,21:57,1
E01000765,E01000146,Sunday,14:42,0
E01000157,E01000821,Thursday,14:26,0
E01000067,E01000488,Sunday,00:28,1
E01000588,E01000226,Monday,20:50,0
E01000719,E01000420,Thursday,07:35,0
E01000420,E01000147,Thursday,21:36,1
E01000577,E01000161,Tuesday,17:30,0
E01000417,E01000473,Saturday,11:02,1
E01000587,E01000534,Saturday,23:59,1
E01000020,E01000568,Sunday,19:49,0
E01000249,E01000529,Wednesday,00:01,1
E01000437,E01000646,Saturday,05:31,1
E01000146,E01000946,Monday,07:36,0
E01000175,E01000597,Tuesday,04:17,1
E01000546,E01000478,Thursday,15:17,0
E01000195,E01000438,Monday,14:58,0
E01000634,E01000207,Tuesday,09:15,0
E01000232,E01000896,Saturday,06:08,0
E01000645,E01000209,Saturday,00:39,0
E01000114,E01000199,Thursday,11:02,0
E01000997,E01000855,Sunday,17:50,0
E01000991,E01000889,Sunday,12:55,0
E01000569,E01000871,Sunday,01:51,1
E01000229,E01000293,Monday,18:19,0
E01000784,E01000086,Thursday,14:22,0
E01000333,E01000138,Saturday,06:49,0
E01000478,E01000021,Saturday,13:48,0
E01000766,E01000883,Monday,02:52,1
E01000447,E01000863,Thursday,12:36,0
E01000097,E01000608,Sunday,05:55,0
E01000675,E01000076,Sunday,09:40,0
E01000461,E01000208,Wednesday,15:04,0
E01000416,E01000810,Saturday,08:38,0
E01000131,E01000837,Monday,10:20,0
E01000226,E01000201,Wednesday,08:08,0
E01000467,E01000192,Thursday,23:51,1
E01000073,E01000757,Friday,16:26,0
E01000785,E01000383,Monday,17:39,0
E01000670,E01000368,Friday,05:02,1
E01000978,E01000787,Saturday,12:17,1
E01000875,E01000375,Wednesday,11:22,0
E01000147,E01000659,Saturday,15:59,0
E01000306,E01000494,Saturday,06:06,0
E01000435,E01000688,Monday,19:14,0
E01000871,E01000761,Saturday,01:26,1
E01000637,E01000447,Sunday,13:44,0
E01000128,E01000434,Monday,23:28,1
E01000347,E01000526,Tuesday,19:30,0
E01000914,E01000335,Sunday,02:38,1
E01000241,E01000448,Thursday,23:28,1
E01000999,E01000179,Wednesday,00:43,0
E01000854,E01000541,Wednesday,01:48,1
E01000230,E01000539,Saturday,23:10,0
E01000223,E01000452,Friday,12:36,0
E01000289,E01000022,Tuesday,05:19,1
E01000455,E01000245,Tuesday,03:11,1
E01000810,E01000179,Wednesday,18:25,0
E01000829,E01000762,Wednesday,10:33,0
E01000095,E01000365,Sunday,00:13,1
E01000128,E01000239,Thursday,16:22,0
E01000375,E01000690,Monday,05:37,1
E01000917,E01000668,Wednesday,12:48,0
E01000072,E01000929,Friday,21:28,0
E01000158,E01000952,Thursday,20:04,1
E01000363,E01000480,Saturday,16:00,1
E01000917,E01000239,Sunday,00:12,1
E01000097,E01000068,Wednesday,00:05,0
E01000959,E01000110,Wednesday,19:18,0
E01000408,E01000742,Tuesday,06:59,0
E01000309,E01000153,Friday,10:47,0
E01000495,E01000276,Sunday,04:17,1
E01000172,E01000296,Monday,01:35,1
E01000616,E01000420,Monday,11:08,0
E01000755,E01000189,Friday,23:13,1
E01000629,E01000131,Wednesday,09:25,0
E01000194,E01000768,Thursday,20:41,1
E01000536,E01000972,Saturday,08:51,0
E01000058,E01000764,Friday,13:30,0
E01000158,E01000568,Thursday,09:26,0
E01000468,E01000654,Saturday,06:56,0
E01000787,E01000610,Monday,21:41,1
E01000396,E01000647,Thursday,16:47,0
E01000353,E01000008,Wednesday,15:44,0
E01000799,E01000963,Monday,13:16,0
E01000333,E01000246,Saturday,02:03,1
E01000473,E01000217,Sunday,06:24,0
E01000187,E01000781,Monday,13:06,0
E01000884,E01000891,Monday,13:07,0
E01000639,E01000047,Saturday,07:11,0
E01000928,E01000187,Sunday,13:47,0
E01000091,E01000751,Friday,02:03,1
E01000580,E01000084,Tuesday,23:09,0
E01000441,E01000117,Wednesday,21:09,0
E01000433,E01000902,Sunday,15:59,1
E01000322,E01000279,Wednesday,09:01,0
E01000687,E01000921,Tuesday,22:03,0
E01000707,E01000065,Thursday,13:45,0
E01000939,E01000126,Thursday,04:32,1
E01000067,E01000904,Wednesday,06:44,0
E01000698,E01000791,Saturday,13:07,0
E01000625,E01000852,Saturday,21:00,1
E01000678,E01000979,Wednesday,02:46,1
E01000356,E01000860,Monday,05:28,1
E01000476,E01000168,Sunday,01:02,1
E01000897,E01000484,Wednesday,01:13,1
E01000506,E01000675,Wednesday,05:18,1
E01000777,E01000369,Saturday,09:04,0
E01000691,E01000891,Sunday,09:55,0
E01000517,E01000625,Sunday,20:46,0
E01000745,E01000874,Sunday,00:20,1
E01000161,E01000098,Wednesday,00:48,0
E01000566,E01000666,Saturday,18:03,0
E01000392,E01000064,Thursday,00:12,1
E01000327,E01000531,Monday,21:28,1
E01000720,E01000534,Friday,06:51,0
E01000289,E01000915,Saturday,18:51,0
E01000076,E01000200,Sunday,18:58,0
E01000673,E01000238,Thursday,04:48,0
E01000967,E01000791,Friday,19:16,0
E01000101,E01000959,Friday,08:47,0
E01000020,E01000672,Monday,13:05,0
E01000650,E01000665,Monday,18:06,0
E01000228,E01000854,Wednesday,07:03,0
E01000067,E01000483,Friday,00:43,1
E01000741,E01000743,Wednesday,23:36,1
E01000516,E01000369,Sunday,21:47,1
E01000645,E01000566,Tuesday,13:33,0
E01000867,E01000066,Monday,21:29,0
E01000218,E01000763,Wednesday,04:13,1
E01000902,E01000436,Saturday,00:13,1
E01000049,E01000925,Saturday,10:31,0
E01000701,E01000570,Friday,22:54,1
E01000473,E01000348,Thursday,04:24,0
E01000948,E01000569,Sunday,12:00,0
E01000700,E01000513,Tuesday,10:52,0
E01000094,E01000529,Friday,21:56,1
E01000124,E01000477,Saturday,08:39,1
E01000300,E01000993,Thursday,14:55,0
E01000022,E01000619,Sunday,06:50,0
E01000515,E01000463,Friday,13:19,0
E01000955,E01000352,Friday,02:34,1
E01000295,E01000517,Sunday,12:22,0
E01000242,E01000160,Thursday,10:51,0
E01000136,E01000144,Tuesday,09:06,1
E01000003,E01000514,Monday,08:47,0
E01000873,E01000474,Monday,02:49,0
E01000862,E01000499,Monday,11:50,0
E01000365,E01000596,Friday,21:58,1
E01000998,E01000988,Thursday,09:41,0
E01000976,E01000654,Sunday,02:56,1
